Gene ID	Ensembl Gene ID	Gene Symbol	
9871	ENSG00000150961	SEC24D	
3998	ENSG00000074695	LMAN1	
8821	ENSG00000109452	INPP4B	
6414	ENSG00000250722	SELENOP	
3685	ENSG00000138448	ITGAV	
4117	ENSG00000111837	MAK	
25803	ENSG00000124664	SPDEF	
8611	ENSG00000067113	PLPP1	
79689	ENSG00000127954	STEAP4	
2982	ENSG00000164116	GUCY1A1	
6728	ENSG00000153037	SRP19	
896	ENSG00000112576	CCND3	
10788	ENSG00000145703	IQGAP2	
5867	ENSG00000168118	RAB4A	
6611	ENSG00000102172	SMS	
57178	ENSG00000108175	ZMIZ1	
10461	ENSG00000153208	MERTK	
3248	ENSG00000164120	HPGD	
2773	ENSG00000065135	GNAI3	
6722	ENSG00000112658	SRF	
54407	ENSG00000134294	SLC38A2	
84159	ENSG00000150347	ARID5B	
8555	ENSG00000081377	CDC14B	
7520	ENSG00000079246	XRCC5	
23171	ENSG00000152642	GPD1L	
87	ENSG00000072110	ACTN1	
6197	ENSG00000177189	RPS6KA3	
23585	ENSG00000183726	TMEM50A	
9510	ENSG00000154734	ADAMTS1	
8031	ENSG00000266412	NCOA4	
2185	ENSG00000120899	PTK2B	
1021	ENSG00000105810	CDK6	
51171	ENSG00000087076	HSD17B14	
9218	ENSG00000101558	VAPA	
2547	ENSG00000196419	XRCC6	
10627	ENSG00000101608	MYL12A	
7329	ENSG00000103275	UBE2I	
11099	ENSG00000070778	PTPN21	
207	ENSG00000142208	AKT1	
5036	ENSG00000170515	PA2G4	
58	ENSG00000143632	ACTA1	
7136	ENSG00000130598	TNNI2	
4632	ENSG00000168530	MYL1	
7125	ENSG00000101470	TNNC2	
4621	ENSG00000109063	MYH3	
29895	ENSG00000180209	MYLPF	
7140	ENSG00000130595	TNNT3	
7139	ENSG00000118194	TNNT2	
845	ENSG00000118729	CASQ2	
70	ENSG00000159251	ACTC1	
8736	ENSG00000101605	MYOM1	
4635	ENSG00000198336	MYL4	
4608	ENSG00000133055	MYBPH	
4625	ENSG00000092054	MYH7	
4626	ENSG00000133020	MYH8	
88	ENSG00000077522	ACTN2	
7135	ENSG00000159173	TNNI1	
1410	ENSG00000109846	CRYAB	
6445	ENSG00000102683	SGCG	
3270	ENSG00000130528	HRC	
7138	ENSG00000105048	TNNT1	
1674	ENSG00000175084	DES	
58529	ENSG00000177791	MYOZ1	
6261	ENSG00000196218	RYR1	
8048	ENSG00000129170	CSRP3	
8038	ENSG00000148848	ADAM12	
487	ENSG00000196296	ATP2A1	
1158	ENSG00000104879	CKM	
9172	ENSG00000274137; ENSG00000036448	MYOM2	
140465	ENSG00000196465	MYL6B	
7169	ENSG00000198467	TPM2	
4633	ENSG00000111245	MYL2	
1160	ENSG00000131730	CKMT2	
4619	ENSG00000109061	MYH1	
2314	ENSG00000177731; ENSG00000284571	FLII	
5348	ENSG00000266964	FXYD1	
7170	ENSG00000143549	TPM3	
1140	ENSG00000170175; ENSG00000283946	CHRNB1	
10290	ENSG00000072195	SPEG	
2273	ENSG00000022267	FHL1	
89	ENSG00000248746	ACTN3	
8557	ENSG00000173991	TCAP	
4634	ENSG00000160808	MYL3	
11155	ENSG00000122367	LDB3	
1339	ENSG00000156885	COX6A2	
2170	ENSG00000121769	FABP3	
58498	ENSG00000106631	MYL7	
3693	ENSG00000082781	ITGB5	
1134	ENSG00000138435	CHRNA1	
1281	ENSG00000168542	COL3A1	
3756	ENSG00000143473; ENSG00000283965	KCNH1	
2702	ENSG00000265107	GJA5	
4618	ENSG00000111046	MYF6	
4620	ENSG00000125414	MYH2	
6300	ENSG00000188130	MAPK12	
4656	ENSG00000122180	MYOG	
4622	ENSG00000264424	MYH4	
165	ENSG00000106624	AEBP1	
4208	ENSG00000081189	MEF2C	
4842	ENSG00000089250	NOS1	
1266	ENSG00000117519	CNN3	
3490	ENSG00000163453	IGFBP7	
8912	ENSG00000196557	CACNA1H	
786	ENSG00000108878	CACNG1	
4151	ENSG00000198125	MB	
29970	ENSG00000283154; ENSG00000151967	SCHIP1	
4209	ENSG00000116604	MEF2D	
6525	ENSG00000183963	SMTN	
3316	ENSG00000170276	HSPB2	
6442	ENSG00000108823	SGCA	
624	ENSG00000168398	BDKRB2	
1346	ENSG00000161281	COX7A1	
1284	ENSG00000134871	COL4A2	
23654	ENSG00000196576	PLXNB2	
1489	ENSG00000150281	CTF1	
3757	ENSG00000055118	KCNH2	
375790	ENSG00000188157	AGRN	
4641	ENSG00000197879	MYO1C	
22933	ENSG00000068903; ENSG00000283100	SIRT2	
6444	ENSG00000170624	SGCD	
7433	ENSG00000114812	VIPR1	
2247	ENSG00000138685	FGF2	
2281	ENSG00000119782	FKBP1B	
7004	ENSG00000197905	TEAD4	
844	ENSG00000143318	CASQ1	
688	ENSG00000102554	KLF5	
9260	ENSG00000196923	PDLIM7	
6876	ENSG00000149591	TAGLN	
6016	ENSG00000143622	RIT1	
4205	ENSG00000068305	MEF2A	
26287	ENSG00000165887	ANKRD2	
208	ENSG00000105221	AKT2	
3908	ENSG00000196569	LAMA2	
6764	ENSG00000166444	DENND2B	
3475	ENSG00000006652	IFRD1	
4684	ENSG00000149294	NCAM1	
9144	ENSG00000108639	SYNGR2	
9463	ENSG00000100151	PICK1	
1293	ENSG00000163359	COL6A3	
1760	ENSG00000104936	DMPK	
4629	ENSG00000133392; ENSG00000276480	MYH11	
3479	ENSG00000017427	IGF1	
10468	ENSG00000134363	FST	
5816	ENSG00000274665; ENSG00000100362	PVALB	
11156	ENSG00000275575; ENSG00000184489	PTP4A3	
3688	ENSG00000150093	ITGB1	
43	ENSG00000087085	ACHE	
1146	ENSG00000196811	CHRNG	
5569	ENSG00000171033	PKIA	
537	ENSG00000071553	ATP6AP1	
2180	ENSG00000151726	ACSL1	
1277	ENSG00000108821	COL1A1	
22808	ENSG00000158186	MRAS	
9659	ENSG00000178104	PDE4DIP	
178	ENSG00000162688	AGL	
11345	ENSG00000034713	GABARAPL2	
859	ENSG00000182533	CAV3	
23175	ENSG00000134324	LPIN1	
1012	ENSG00000140945	CDH13	
1728	ENSG00000181019	NQO1	
5621	ENSG00000171867	PRNP	
23604	ENSG00000035664	DAPK2	
4046	ENSG00000130592	LSP1	
6535	ENSG00000130821	SLC6A8	
1974	ENSG00000156976	EIF4A2	
25970	ENSG00000178188	SH2B1	
4607	ENSG00000134571	MYBPC3	
10174	ENSG00000120896	SORBS3	
5091	ENSG00000173599	PC	
2775	ENSG00000087258	GNAO1	
1675	ENSG00000274619; ENSG00000197766	CFD	
5925	ENSG00000139687	RB1	
5740	ENSG00000124212	PTGIS	
22924	ENSG00000084764	MAPRE3	
79629	ENSG00000099330	OCEL1	
6450	ENSG00000185437	SH3BGR	
7249	ENSG00000103197	TSC2	
816	ENSG00000058404	CAMK2B	
2049	ENSG00000182580	EPHB3	
187	ENSG00000134817	APLNR	
3691	ENSG00000132470	ITGB4	
6649	ENSG00000109610	SOD3	
4303	ENSG00000184481	FOXO4	
10278	ENSG00000100842	EFS	
5213	ENSG00000152556	PFKM	
1292	ENSG00000142173	COL6A2	
3801	ENSG00000140859	KIFC3	
6678	ENSG00000113140	SPARC	
6588	ENSG00000170290	SLN	
347	ENSG00000189058	APOD	
372	ENSG00000095139	ARCN1	
10972	ENSG00000170348	TMED10	
9276	ENSG00000184432	COPB2	
51552	ENSG00000119396	RAB14	
1315	ENSG00000129083	COPB1	
3920	ENSG00000005893	LAMP2	
11316	ENSG00000105669	COPE	
1176	ENSG00000177879	AP3S1	
10282	ENSG00000105829	BET1	
1182	ENSG00000109572	CLCN3	
1175	ENSG00000042753	AP2S1	
1213	ENSG00000141367	CLTC	
1173	ENSG00000161203	AP2M1	
11079	ENSG00000157916	RER1	
375	ENSG00000143761	ARF1	
4952	ENSG00000122126	OCRL	
3382	ENSG00000003147	ICA1	
23041	ENSG00000061987	MON2	
10564	ENSG00000124198	ARFGEF2	
8774	ENSG00000134265	NAPG	
81542	ENSG00000139921	TMX1	
9522	ENSG00000085365	SCAMP1	
6456	ENSG00000107295	SH3GL2	
5862	ENSG00000104388	RAB2A	
22796	ENSG00000135775	COG2	
9341	ENSG00000049245	VAMP3	
51614	ENSG00000125991	ERGIC3	
23033	ENSG00000083097	DOP1A	
8674	ENSG00000117533	VAMP4	
9525	ENSG00000119541	VPS4B	
8775	ENSG00000105402	NAPA	
2778	ENSG00000087460	GNAS	
8417	ENSG00000079950	STX7	
9554	ENSG00000265808	SEC22B	
11311	ENSG00000136631	VPS45	
8675	ENSG00000124222	STX16	
10652	ENSG00000106636	YKT6	
6643	ENSG00000205302	SNX2	
1211	ENSG00000122705	CLTA	
1203	ENSG00000102805	CLN5	
4074	ENSG00000003056	M6PR	
259230	ENSG00000198964	SGMS1	
8615	ENSG00000138768	USO1	
286451	ENSG00000181704	YIPF6	
27236	ENSG00000164144	ARFIP1	
81611	ENSG00000143401	ANP32E	
7103	ENSG00000127324	TSPAN8	
9805	ENSG00000136193	SCRN1	
22872	ENSG00000138674	SEC31A	
6845	ENSG00000124333	VAMP7	
10067	ENSG00000263290; ENSG00000116521	SCAMP3	
163	ENSG00000006125	AP2B1	
57403	ENSG00000124209	RAB22A	
8546	ENSG00000132842	AP3B1	
51606	ENSG00000047249	ATP6V1H	
8729	ENSG00000107862	GBF1	
858	ENSG00000105971	CAV2	
476	ENSG00000163399	ATP1A1	
664	ENSG00000176171	BNIP3	
9183	ENSG00000086827	ZW10	
2581	ENSG00000054983	GALC	
102	ENSG00000137845	ADAM10	
5868	ENSG00000144566	RAB5A	
2803	ENSG00000144674	GOLGA4	
164	ENSG00000166747	AP1G1	
5594	ENSG00000100030	MAPK1	
9570	ENSG00000108433	GOSR2	
8027	ENSG00000136738	STAM	
8773	ENSG00000092531	SNAP23	
525	ENSG00000116039	ATP6V1B1	
23673	ENSG00000117758	STX12	
967	ENSG00000135404	CD63	
10040	ENSG00000141198	TOM1L1	
26286	ENSG00000242247	ARFGAP3	
9367	ENSG00000123595	RAB9A	
1075	ENSG00000109861	CTSC	
4599	ENSG00000157601	MX1	
9636	ENSG00000187608	ISG15	
4938	ENSG00000089127	OAS1	
3437	ENSG00000119917	IFIT3	
10561	ENSG00000137965	IFI44	
3430	ENSG00000068079	IFI35	
3665	ENSG00000185507; ENSG00000276561	IRF7	
91543	ENSG00000134321	RSAD2	
10964	ENSG00000137959	IFI44L	
8519	ENSG00000185885	IFITM1	
3429	ENSG00000165949; ENSG00000275214	IFI27	
8638	ENSG00000135114	OASL	
5610	ENSG00000055332	EIF2AK2	
3431	ENSG00000135899	SP110	
55601	ENSG00000137628	DDX60	
9246	ENSG00000156587	UBE2L6	
11274	ENSG00000184979	USP18	
5696	ENSG00000230669; ENSG00000236443; ENSG00000235715; ENSG00000231631; ENSG00000204264; ENSG00000206298; ENSG00000230034; ENSG00000226201	PSMB8	
684	ENSG00000130303	BST2	
3959	ENSG00000108679	LGALS3BP	
103	ENSG00000160710	ADAR	
2634	ENSG00000162645	GBP2	
5698	ENSG00000243958; ENSG00000240118; ENSG00000240508; ENSG00000243594; ENSG00000239836; ENSG00000240065; ENSG00000242711; ENSG00000243067	PSMB9	
55008	ENSG00000138642	HERC6	
54809	ENSG00000205413	SAMD9	
64108	ENSG00000136514	RTP4	
219285	ENSG00000177409	SAMD9L	
4061	ENSG00000160932; ENSG00000278032	LY6E	
10581	ENSG00000185201	IFITM2	
85441	ENSG00000130589	HELZ2	
6737	ENSG00000132109	TRIM21	
54625	ENSG00000173193	PARP14	
7726	ENSG00000226060; ENSG00000234127; ENSG00000137313; ENSG00000230230; ENSG00000231002; ENSG00000234046; ENSG00000231641; ENSG00000228881	TRIM26	
64761	ENSG00000059378	PARP12	
9111	ENSG00000123609	NMI	
55072	ENSG00000092098; ENSG00000285152	RNF31	
3107	ENSG00000206435; ENSG00000233841; ENSG00000228299; ENSG00000206452; ENSG00000237022; ENSG00000225691; ENSG00000204525	HLA-C	
9830	ENSG00000106785	TRIM14	
23424	ENSG00000196116	TDRD7	
79132	ENSG00000108771	DHX58	
83666	ENSG00000138496	PARP9	
87178	ENSG00000138035	PNPT1	
7706	ENSG00000121060	TRIM25	
5720	ENSG00000092010; ENSG00000284916	PSME1	
7453	ENSG00000140105	WARS1	
94240	ENSG00000133106	EPSTI1	
7318	ENSG00000182179	UBA7	
5721	ENSG00000100911; ENSG00000284889	PSME2	
85363	ENSG00000132256	TRIM5	
716	ENSG00000182326	C1S	
51056	ENSG00000002549	LAP3	
27074	ENSG00000078081	LAMP3	
115361	ENSG00000162654	GBP4	
135112	ENSG00000111912	NCOA7	
55281	ENSG00000146859	TMEM140	
972	ENSG00000019582	CD74	
2766	ENSG00000137198	GMPR	
5684	ENSG00000100567	PSMA3	
10544	ENSG00000101000	PROCR	
10437	ENSG00000216490	IFI30	
3660	ENSG00000168310	IRF2	
3600	ENSG00000164136	IL15	
1267	ENSG00000173786	CNP	
55603	ENSG00000112773	TENT5A	
23070	ENSG00000137200	CMTR1	
961	ENSG00000196776	CD47	
10161	ENSG00000139679	LPAR6	
4343	ENSG00000155363	MOV10	
81894	ENSG00000155287	SLC25A28	
6402	ENSG00000188404	SELL	
10906	ENSG00000135148	TRAFD1	
116071	ENSG00000168062	BATF2	
51667	ENSG00000013374	NUB1	
11054	ENSG00000060491	OGFR	
93343	ENSG00000141971	MVB12A	
3434	ENSG00000185745	IFIT1	
4939	ENSG00000111335	OAS2	
4600	ENSG00000183486	MX2	
4940	ENSG00000111331	OAS3	
54739	ENSG00000132530	XAF1	
3394	ENSG00000140968	IRF8	
3587	ENSG00000110324	IL10RA	
5321	ENSG00000116711	PLA2G4A	
84166	ENSG00000140853	NLRC5	
3620	ENSG00000131203	IDO1	
5699	ENSG00000205220	PSMB10	
3695	ENSG00000139626	ITGB7	
25939	ENSG00000101347	SAMHD1	
2209	ENSG00000150337	FCGR1A	
55016	ENSG00000145416	MARCHF1	
3108	ENSG00000243719; ENSG00000241394; ENSG00000243215; ENSG00000242685; ENSG00000242361; ENSG00000204257; ENSG00000239463; ENSG00000243189	HLA-DMA	
7412	ENSG00000162692	VCAM1	
29126	ENSG00000120217	CD274	
4261	ENSG00000179583	CIITA	
6403	ENSG00000174175	SELP	
2841	ENSG00000125245	GPR18	
2357	ENSG00000171051	FPR1	
710	ENSG00000149131	SERPING1	
57674	ENSG00000173821	RNF213	
57162	ENSG00000197329	PELI1	
629	ENSG00000239754; ENSG00000204359; ENSG00000243570; ENSG00000241253; ENSG00000241534; ENSG00000243649; ENSG00000242335	CFB	
942	ENSG00000114013	CD86	
3117	ENSG00000206305; ENSG00000232062; ENSG00000225103; ENSG00000231823; ENSG00000231526; ENSG00000228284; ENSG00000236418; ENSG00000225890; ENSG00000233192; ENSG00000257473; ENSG00000237541; ENSG00000206301; ENSG00000196735; ENSG00000223793	HLA-DQA1	
84888	ENSG00000138600	SPPL2A	
10875	ENSG00000127951	FGL2	
6398	ENSG00000141574	SECTM1	
958	ENSG00000101017	CD40	
3123	ENSG00000206240; ENSG00000236884; ENSG00000206306; ENSG00000228080; ENSG00000229074; ENSG00000196126	HLA-DRB1	
163351	ENSG00000183347	GBP6	
3937	ENSG00000043462	LCP2	
3135	ENSG00000235346; ENSG00000237216; ENSG00000230413; ENSG00000204632; ENSG00000276051; ENSG00000235680; ENSG00000206506; ENSG00000233095	HLA-G	
8737	ENSG00000137275	RIPK1	
22914	ENSG00000213809	KLRK1	
7378	ENSG00000183696	UPP1	
5690	ENSG00000126067	PSMB2	
317649	ENSG00000163412	EIF4E3	
8673	ENSG00000118640	VAMP8	
81030	ENSG00000124256	ZBP1	
55024	ENSG00000153064	BANK1	
27348	ENSG00000136816	TOR1B	
10616	ENSG00000125826	RBCK1	
9961	ENSG00000013364	MVP	
669	ENSG00000172331	BPGM	
26053	ENSG00000158321	AUTS2	
5683	ENSG00000106588	PSMA2	
10392	ENSG00000106100	NOD1	
3075	ENSG00000000971	CFH	
6892	ENSG00000206281; ENSG00000236490; ENSG00000206208; ENSG00000112493; ENSG00000231925	TAPBP	
9688	ENSG00000102900	NUP93	
10797	ENSG00000065911	MTHFD2	
3662	ENSG00000137265	IRF4	
3106	ENSG00000232126; ENSG00000224608; ENSG00000206450; ENSG00000223532; ENSG00000228964; ENSG00000234745	HLA-B	
26524	ENSG00000150457	LATS2	
3663	ENSG00000128604	IRF5	
57823	ENSG00000026751	SLAMF7	
51015	ENSG00000066583	ISOC1	
9934	ENSG00000174944	P2RY14	
8202	ENSG00000124151	NCOA3	
3105	ENSG00000224320; ENSG00000229215; ENSG00000231834; ENSG00000235657; ENSG00000206503; ENSG00000227715; ENSG00000206505; ENSG00000223980	HLA-A	
3001	ENSG00000145649	GZMA	
3455	ENSG00000159110	IFNAR2	
6717	ENSG00000075142	SRI	
256586	ENSG00000140280	LYSMD2	
8869	ENSG00000115525	ST3GAL5	
715	ENSG00000159403	C1R	
1240	ENSG00000174600	CMKLR1	
196410	ENSG00000170439	METTL7B	
7903	ENSG00000113532	ST8SIA4	
6375	ENSG00000143184	XCL1	
3560	ENSG00000100385	IL2RB	
10791	ENSG00000168899	VAMP5	
10068	ENSG00000137496	IL18BP	
57169	ENSG00000124201	ZNFX1	
80830	ENSG00000221963	APOL6	
6775	ENSG00000138378	STAT4	
149461	ENSG00000164007	CLDN19	
1308	ENSG00000065618	COL17A1	
5818	ENSG00000110400	NECTIN1	
9080	ENSG00000213937	CLDN9	
1001	ENSG00000062038	CDH3	
1500	ENSG00000198561	CTNND1	
51474	ENSG00000050405	LIMA1	
25945	ENSG00000177707	NECTIN3	
5819	ENSG00000130202	NECTIN2	
23562	ENSG00000159261	CLDN14	
5788	ENSG00000081237; ENSG00000262418	PTPRC	
7070	ENSG00000154096	THY1	
7408	ENSG00000125753	VASP	
7791	ENSG00000159840; ENSG00000285443	ZYX	
1364	ENSG00000189143	CLDN4	
57863	ENSG00000162706	CADM3	
3675	ENSG00000005884	ITGA3	
4771	ENSG00000186575	NF2	
91624	ENSG00000162614	NEXN	
1004	ENSG00000113361	CDH6	
8751	ENSG00000143537	ADAM15	
5010	ENSG00000013297	CLDN11	
1002	ENSG00000179242; ENSG00000280641	CDH4	
3667	ENSG00000169047	IRS1	
9073	ENSG00000156284	CLDN8	
51466	ENSG00000196405	EVL	
24146	ENSG00000106404	CLDN15	
7059	ENSG00000169231	THBS3	
81607	ENSG00000143217	NECTIN4	
83700	ENSG00000166086	JAM3	
1009	ENSG00000140937	CDH11	
51754	ENSG00000137103	TMEM8B	
3909	ENSG00000053747	LAMA3	
6251	ENSG00000148484	RSU1	
51208	ENSG00000066405	CLDN18	
4892	ENSG00000197893	NRAP	
1495	ENSG00000044115	CTNNA1	
4267	ENSG00000002586	CD99	
1307	ENSG00000084636	COL16A1	
2771	ENSG00000114353	GNAI2	
64398	ENSG00000072415	MPP5	
3728	ENSG00000173801	JUP	
143903	ENSG00000204381	LAYN	
5216	ENSG00000108518	PFN1	
1265	ENSG00000064666	CNN2	
347902	ENSG00000139211	AMIGO2	
3636	ENSG00000165458	INPPL1	
9074	ENSG00000184697	CLDN6	
10109	ENSG00000163466	ARPC2	
6714	ENSG00000197122	SRC	
5089	ENSG00000236353; ENSG00000232005; ENSG00000224952; ENSG00000204304; ENSG00000206315; ENSG00000225987; ENSG00000237344	PBX2	
5871	ENSG00000168067	MAP4K2	
5728	ENSG00000284792; ENSG00000171862	PTEN	
1272	ENSG00000018236	CNTN1	
7106	ENSG00000214063	TSPAN4	
1462	ENSG00000038427	VCAN	
1006	ENSG00000150394	CDH8	
478	ENSG00000105409	ATP1A3	
10398	ENSG00000101335	MYL9	
147	ENSG00000170214	ADRA1B	
6850	ENSG00000165025	SYK	
253559	ENSG00000284780; ENSG00000175161	CADM2	
247	ENSG00000179593	ALOX15B	
6376	ENSG00000006210	CX3CL1	
1758	ENSG00000152592	DMP1	
1041	ENSG00000206460; ENSG00000237114; ENSG00000237165; ENSG00000237123; ENSG00000137197; ENSG00000204539	CDSN	
103910	ENSG00000118680	MYL12B	
5880	ENSG00000128340	RAC2	
2200	ENSG00000166147	FBN1	
1823	ENSG00000134765	DSC1	
947	ENSG00000174059	CD34	
3386	ENSG00000105371	ICAM4	
4478	ENSG00000147065	MSN	
5600	ENSG00000185386	MAPK11	
92359	ENSG00000130545	CRB3	
3673	ENSG00000164171	ITGA2	
8515	ENSG00000143127	ITGA10	
10458	ENSG00000175866	BAIAP2	
9459	ENSG00000129675	ARHGEF6	
79849	ENSG00000172367	PDZD3	
8754	ENSG00000282230; ENSG00000168615	ADAM9	
5097	ENSG00000156453	PCDH1	
9353	ENSG00000145147	SLIT2	
3881	ENSG00000262993; ENSG00000094796	KRT31	
8910	ENSG00000127990	SGCE	
5291	ENSG00000051382	PIK3CB	
57555	ENSG00000283859; ENSG00000169992	NLGN2	
7533	ENSG00000128245	YWHAH	
55742	ENSG00000197702	PARVA	
11096	ENSG00000154736	ADAMTS5	
268	ENSG00000104899	AMH	
3384	ENSG00000108622	ICAM2	
1013	ENSG00000129910	CDH15	
6464	ENSG00000160691	SHC1	
10205	ENSG00000149573	MPZL2	
65266	ENSG00000126562	WNK4	
23114	ENSG00000163531	NFASC	
8503	ENSG00000117461	PIK3R3	
140885	ENSG00000198053	SIRPA	
2886	ENSG00000141738	GRB7	
2318	ENSG00000128591	FLNC	
84552	ENSG00000178184	PARD6G	
1297	ENSG00000112280	COL9A1	
9379	ENSG00000110076	NRXN2	
7781	ENSG00000115194	SLC30A3	
649	ENSG00000168487	BMP1	
7087	ENSG00000105376	ICAM5	
7450	ENSG00000110799	VWF	
30835	ENSG00000090659	CD209	
8449	ENSG00000227222; ENSG00000233418; ENSG00000206486; ENSG00000233049; ENSG00000204560; ENSG00000233561; ENSG00000231377; ENSG00000226171	DHX16	
72	ENSG00000163017	ACTG2	
257194	ENSG00000172260	NEGR1	
8745	ENSG00000114948	ADAM23	
5335	ENSG00000124181	PLCG1	
51148	ENSG00000167123	CERCAM	
4902	ENSG00000171119	NRTN	
8517	ENSG00000269335	IKBKG	
1825	ENSG00000134762	DSC3	
60	ENSG00000075624	ACTB	
7283	ENSG00000131462	TUBG1	
5522	ENSG00000074211	PPP2R2C	
3265	ENSG00000276536; ENSG00000174775	HRAS	
4318	ENSG00000100985	MMP9	
4982	ENSG00000164761	TNFRSF11B	
5310	ENSG00000008710	PKD1	
1024	ENSG00000132964	CDK8	
2533	ENSG00000082074	FYB1	
57463	ENSG00000181754	AMIGO1	
80381	ENSG00000103855	CD276	
2593	ENSG00000130005	GAMT	
54413	ENSG00000196338	NLGN3	
8935	ENSG00000005020	SKAP2	
6237	ENSG00000126458	RRAS	
10487	ENSG00000131236	CAP1	
60412	ENSG00000131558	EXOC4	
7073	ENSG00000151923	TIAL1	
26119	ENSG00000157978	LDLRAP1	
7410	ENSG00000160293	VAV2	
10000	ENSG00000117020; ENSG00000275199	AKT3	
8189	ENSG00000125755	SYMPK	
6810	ENSG00000103496	STX4	
5175	ENSG00000261371	PECAM1	
8174	ENSG00000099866	MADCAM1	
3680	ENSG00000144668	ITGA9	
7216	ENSG00000067445	TRO	
7122	ENSG00000184113	CLDN5	
9019	ENSG00000197965	MPZL1	
51458	ENSG00000140519	RHCG	
4118	ENSG00000172005	MAL	
27076	ENSG00000124466	LYPD3	
5314	ENSG00000170927	PKHD1	
50617	ENSG00000105929	ATP6V0A4	
202	ENSG00000112297	CRYBG1	
266727	ENSG00000112139	MDGA1	
255738	ENSG00000169174	PCSK9	
2050	ENSG00000196411	EPHB4	
131566	ENSG00000057019	DCBLD2	
51738	ENSG00000157017	GHRL	
4067	ENSG00000254087	LYN	
2619	ENSG00000180447	GAS1	
2319	ENSG00000132589	FLOT2	
9465	ENSG00000118507	AKAP7	
5205	ENSG00000081923	ATP8B1	
142680	ENSG00000198569	SLC34A3	
2947	ENSG00000134202	GSTM3	
6517	ENSG00000181856	SLC2A4	
146760	ENSG00000185924	RTN4RL1	
23054	ENSG00000198646	NCOA6	
55959	ENSG00000196562	SULF2	
2625	ENSG00000107485	GATA3	
84632	ENSG00000169129	AFAP1L2	
11126	ENSG00000117281	CD160	
116085	ENSG00000197891	SLC22A12	
22854	ENSG00000162631	NTNG1	
80274	ENSG00000159307	SCUBE1	
9696	ENSG00000058453	CROCC	
6469	ENSG00000164690	SHH	
4897	ENSG00000091129	NRCAM	
8829	ENSG00000099250	NRP1	
7857	ENSG00000171951	SCG2	
154796	ENSG00000126016	AMOT	
8633	ENSG00000182168	UNC5C	
9289	ENSG00000205336	ADGRG1	
2735	ENSG00000111087	GLI1	
6585	ENSG00000187122	SLIT1	
8828	ENSG00000118257	NRP2	
7088	ENSG00000196781	TLE1	
3897	ENSG00000198910	L1CAM	
5340	ENSG00000122194	PLG	
4825	ENSG00000163623	NKX6-1	
6252	ENSG00000139970	RTN1	
1400	ENSG00000072832	CRMP1	
8851	ENSG00000176749	CDK5R1	
8861	ENSG00000198728	LDB1	
1808	ENSG00000092964	DPYSL2	
717	ENSG00000235696; ENSG00000206372; ENSG00000226560; ENSG00000166278; ENSG00000235017; ENSG00000204364; ENSG00000231543	C2	
4323	ENSG00000157227	MMP14	
1514	ENSG00000135047	CTSL	
2153	ENSG00000198734	F5	
4322	ENSG00000137745	MMP13	
2155	ENSG00000057593	F7	
1520	ENSG00000163131	CTSS	
712	ENSG00000173372	C1QA	
808	ENSG00000160014	CALM3	
714	ENSG00000159189	C1QC	
1803	ENSG00000197635	DPP4	
3816	ENSG00000167748	KLK1	
3818	ENSG00000164344	KLKB1	
966	ENSG00000085063	CD59	
1380	ENSG00000117322	CR2	
4324	ENSG00000102996	MMP15	
9806	ENSG00000107742	SPOCK2	
2159	ENSG00000126218	F10	
1508	ENSG00000164733	CTSB	
1519	ENSG00000256043; ENSG00000263238	CTSO	
959	ENSG00000102245	CD40LG	
868	ENSG00000114423	CBLB	
54704	ENSG00000164951	PDP1	
725	ENSG00000123843	C4BPB	
2815	ENSG00000169704	GP9	
9958	ENSG00000135655	USP15	
1378	ENSG00000203710	CR1	
1848	ENSG00000139318	DUSP6	
2335	ENSG00000115414	FN1	
60489	ENSG00000239713	APOBEC3G	
2219	ENSG00000085265	FCN1	
3003	ENSG00000113088	GZMK	
843	ENSG00000003400	CASP10	
4035	ENSG00000123384	LRP1	
1509	ENSG00000117984	CTSD	
7454	ENSG00000015285	WAS	
27154	ENSG00000096070	BRPF3	
4504	ENSG00000087250	MT3	
146547	ENSG00000178226	PRSS36	
3002	ENSG00000100453	GZMB	
6047	ENSG00000063978	RNF4	
6935	ENSG00000148516	ZEB1	
838	ENSG00000137757	CASP5	
10404	ENSG00000104324	CPQ	
475	ENSG00000177556	ATOX1	
5290	ENSG00000121879	PIK3CA	
164656	ENSG00000187045	TMPRSS6	
1368	ENSG00000135678	CPM	
9986	ENSG00000173653	RCE1	
801	ENSG00000198668	CALM1	
23348	ENSG00000088387	DOCK9	
9097	ENSG00000101557	USP14	
2811	ENSG00000185245	GP1BA	
3796	ENSG00000068796	KIF2A	
59345	ENSG00000114450	GNB4	
3932	ENSG00000182866	LCK	
5550	ENSG00000085377	PREP	
51734	ENSG00000198736	MSRB1	
4048	ENSG00000111144	LTA4H	
23414	ENSG00000169946	ZFPM2	
51548	ENSG00000077463	SIRT6	
341	ENSG00000130208	APOC1	
5580	ENSG00000163932	PRKCD	
3684	ENSG00000169896	ITGAM	
160851	ENSG00000102780	DGKH	
30819	ENSG00000120049	KCNIP2	
27445	ENSG00000186472	PCLO	
55619	ENSG00000135905	DOCK10	
10019	ENSG00000111252	SH2B3	
5877	ENSG00000183155	RABIF	
51440	ENSG00000116983	HPCAL4	
4179	ENSG00000117335	CD46	
11108	ENSG00000110851	PRDM4	
735	ENSG00000113600	C9	
